N,P,K,temperature,humidity,ph,rainfall,label,Soiltype
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans,Allvial Soil
94.85558577,14.74575214,48.2611013,26.94532618,89.38323594,6.74149516,23.56153805,muskmelon,Red Soil
19.73676061,140.2636728,194.7304997,10.8314748,80.42970372,6.228114933,68.5223381,grapes,Clay Soil
112.816412,35.15716719,34.91670938,26.06065307,62.15796386,6.545633887,152.1482827,coffee,Peaty Soil
41.77972253,60.71368357,20.02120504,26.11664687,60.50938565,7.440905114,68.63026146,blackgram,Laterite Soil
2.392592538,72.10670519,19.92653105,26.49474834,61.13116368,7.883903808,51.08841953,lentil,Laterite Soil
87.92251013,20.35438356,50.49722381,27.3748313,94.01079891,6.079546341,25.23015885,muskmelon,Red Soil
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,Red Soil
26.831741,69.28764344,21.77520842,25.29180263,60.32185182,7.462555604,38.58740213,lentil,Red Soil
79.69468018,38.36728466,46.61504001,25.77892641,79.72019361,6.438846478,172.3142218,jute,Clay Soil
35.27852637,55.85964158,83.43407056,19.58621757,18.16320838,7.460731563,77.91394647,chickpea,Clay Soil
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,Red Soil
16.81368223,63.34578731,18.93404005,36.77222339,58.15359247,6.102692523,125.3682392,pigeonpeas,Laterite Soil
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,apple,Allvial Soil
112.5427606,18.43194086,48.34989268,25.53141365,80.91919691,6.276874245,50.50231724,watermelon,Allvial Soil
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,Peaty Soil
64.70948141,53.56806066,39.17054318,23.85070531,71.42040205,7.153059355,163.3886477,jute,Black Soil
72.04324321,44.05281168,33.8439966,25.47288301,83.29355528,5.750297463,193.6844663,rice,Allvial Soil
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya,Black Soil
46.52256024,54.49379955,50.83730959,25.48577371,91.65832836,6.735869173,95.97944447,papaya,Allvial Soil
18.86901769,77.08496644,24.79185335,24.4416623,21.11336938,5.722514877,62.00646789,kidneybeans,Clay Soil
82.6733052,18.73827247,56.37093518,29.14832087,91.52759798,6.549396828,22.56620823,muskmelon,Black Soil
14.24686528,18.3880164,35.01027301,30.98287091,46.67932732,4.792539502,92.13747833,mango,Black Soil
104.4514042,29.71337373,52.10861834,25.26423778,82.45592408,6.363413197,56.45228782,watermelon,Laterite Soil
13.97564037,18.71327792,46.79906091,21.18119458,93.24527246,7.140243575,105.8688598,pomegranate,Loamy Soil
6.093860883,75.40999372,18.64328562,22.57108129,62.12986511,5.66883796,97.84261511,pigeonpeas,Loamy Soil
85.7383488,38.741559,38.27889836,25.65704187,87.54896019,6.202901044,173.4755456,jute,Red Soil
10.91679061,43.13798022,27.40392314,30.75673308,43.73340145,8.073123608,57.42972279,mothbeans,Red Soil
27.38012075,55.52771807,18.53698961,30.54792946,62.31496794,9.398904938,60.65936985,mothbeans,Red Soil
6.598735845,57.7721771,22.81529561,26.63178685,66.61946251,6.094454457,49.83991684,lentil,Peaty Soil
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango,Sandy Soil
31.71130711,40.83952839,20.4586215,29.46651795,86.97960931,6.348929808,53.21877777,mungbean,Peaty Soil
25.55743405,49.01369424,25.06731226,25.87209112,62.1384164,9.375995248,66.31966711,mothbeans,Sandy Soil
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize,Red Soil
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,Red Soil
11.02216912,122.9113469,195.6227729,12.29183989,83.89057951,5.631131473,70.02613029,grapes,Peaty Soil
24.33950644,47.48005706,19.30180723,28.69856721,84.23479052,6.276607307,52.10108702,mungbean,Red Soil
19.10737249,122.8536218,203.2094574,23.45812997,90.50691485,5.811050359,112.9504499,apple,Loamy Soil
35.35741131,14.32174204,25.8979413,33.49952831,48.67665398,6.755704822,89.33186078,mango,Sandy Soil
17.87588001,129.2804529,202.0739063,29.17921359,82.08448516,5.643797618,71.45425714,grapes,Loamy Soil
98.21024761,26.6354515,49.7362205,25.65614748,82.47341292,6.229250521,47.38949469,watermelon,Loamy Soil
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram,Peaty Soil
110.2590191,41.19806943,17.36566405,23.64851037,78.46362266,6.071331889,81.1752264,cotton,Allvial Soil
82.22358326,58.13211165,21.79135374,19.80340976,58.54030412,6.362888575,68.66468732,maize,Laterite Soil
76.33304737,50.81784086,19.50313227,26.19703218,72.5000957,6.289178081,77.3690663,maize,Black Soil
18.11074275,66.73301529,18.04743261,31.47359257,56.89684478,5.587905146,129.9028461,pigeonpeas,Sandy Soil
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate,Red Soil
21.7047519,56.34135054,22.39775058,28.77351694,57.77351992,8.659914619,63.14436722,mothbeans,Black Soil
132.4601098,46.23337981,23.68974636,24.47660058,79.22234516,7.24133779,89.83337993,cotton,Sandy Soil
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute,Sandy Soil
116.3507132,56.89799492,16.30171565,25.81194976,76.65992188,7.351093343,93.20702709,cotton,Peaty Soil
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate,Black Soil
122.2039963,36.48187205,25.76190174,23.57586278,80.01753126,7.356258365,99.54963732,cotton,Black Soil
108.6355951,42.54330058,22.36260288,21.93538959,85.28595064,6.120039078,82.95326061,cotton,Clay Soil
93.4168756,90.91050256,47.93808239,27.73284247,82.68577378,6.114477204,117.2051431,banana,Laterite Soil
56.32568543,74.11089676,85.09089604,18.25177824,14.47090621,7.379009297,93.44312304,chickpea,Laterite Soil
27.11331074,62.14930482,16.90598293,21.00658512,20.91326599,5.570163046,134.0191786,kidneybeans,Laterite Soil
27.88526942,19.65912338,29.18935699,32.06710225,54.18759441,6.221187062,90.05575426,mango,Laterite Soil
75.07872411,36.86557666,23.29163798,24.49112762,57.78501284,6.630624796,89.01979923,maize,Peaty Soil
25.96279531,20.06246716,11.06854368,32.12930119,90.44073997,6.485658722,103.6343377,orange,Red Soil
89.46440608,51.35795458,43.09493784,25.09058182,72.51852357,7.323006271,149.4041078,jute,Clay Soil
116.9924836,41.24144594,25.78247707,25.69269663,80.54313759,6.734986412,93.67063116,cotton,Peaty Soil
32.2247195,52.78562436,52.65857135,29.39294357,92.68464806,6.566243812,62.33222493,papaya,Loamy Soil
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana,Black Soil
62.33530714,49.81730056,53.47559442,39.46089433,92.87932392,6.555639573,120.307146,papaya,Black Soil
63.30209512,47.24517415,18.74224877,21.61066575,60.19829379,6.721206436,95.24572034,maize,Red Soil
46.24862109,61.75286134,78.66507676,19.32992147,15.58967491,6.470521292,81.5663698,chickpea,Sandy Soil
31.13282966,140.1938466,203.4900218,21.26976896,92.4903759,5.845137754,105.9422357,apple,Loamy Soil
111.2744269,86.2189739,49.94679547,26.4241011,80.94049227,5.534522086,99.99910245,banana,Sandy Soil
25.85234238,21.69284525,29.85967768,28.99970872,91.95806331,5.979350368,148.0260066,coconut,Black Soil
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram,Sandy Soil
29.2753788,127.2863445,203.150271,22.44881141,92.12041434,6.143388599,101.4620292,apple,Loamy Soil
16.84748182,10.8058766,29.74833474,28.73946438,92.46693766,5.590993758,155.8194522,coconut,Clay Soil
54.96404872,66.49883908,18.40304554,30.84539457,68.80123525,7.706782635,63.46702952,blackgram,Allvial Soil
74.55909098,58.21787169,17.52024057,20.06270185,56.74561378,6.738513671,108.5371122,maize,Red Soil
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee,Loamy Soil
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut,Laterite Soil
77.44774751,52.40005339,43.96021037,23.41721111,84.21535214,7.138356711,168.2549202,jute,Red Soil
67.56970158,62.54738386,46.99061624,31.6095685,90.96483459,6.499492026,206.7161892,papaya,Allvial Soil
117.1948392,39.9929604,34.36015651,26.21513781,58.68422424,7.44198545,120.0831338,coffee,Clay Soil
35.38203483,80.94431119,19.49186164,33.64613365,48.6249207,7.06278441,102.0052484,pigeonpeas,Black Soil
82.59610179,8.199772849,50.7540073,26.72915744,86.4822799,6.364410378,52.1020656,watermelon,Red Soil
24.60685281,57.251242,17.89192258,24.21969479,57.63292185,5.23508285,61.15952237,mothbeans,Clay Soil
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango,Red Soil
61.44494828,53.51834456,40.24824512,26.47420768,80.9564465,6.364172216,222.9171105,rice,Clay Soil
37.18689134,72.98862625,14.98893614,24.78981095,18.5247348,5.598348332,65.83967762,kidneybeans,Red Soil
36.35103135,17.54037658,25.68417855,32.00691576,51.35258545,5.244005763,96.51018693,mango,Allvial Soil
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,Loamy Soil
93.02875356,26.88931495,26.94837015,24.63112593,56.71882169,7.282050802,138.2331599,coffee,Peaty Soil
7.099175301,56.57976481,24.53692837,24.84115767,45.16736452,5.045385378,187.3267344,pigeonpeas,Laterite Soil
83.22612,43.56834139,19.77073707,18.79276935,58.03045588,5.707780094,79.14081581,maize,Red Soil
15.06913571,5,37.57386581,24.91427372,85.83094736,5.883534816,104.9548757,pomegranate,Laterite Soil
58.40791383,72.78159566,85.11699239,18.23703372,14.69900182,7.363704173,90.50899389,chickpea,Laterite Soil
22.20225299,22.8381518,40.60693296,19.70809351,91.5589915,6.896712089,105.9765977,pomegranate,Sandy Soil
26.26532722,80.24225887,21.66229275,28.23783676,61.4667792,7.781643511,47.47816218,lentil,Loamy Soil
26.32303499,71.27398057,20.69570754,19.69763685,32.19194302,4.616646592,176.1317924,pigeonpeas,Red Soil
115.3345166,10.04006331,46.95580617,24.63183591,90.78752283,6.636166921,38.13286811,watermelon,Sandy Soil
33.61046399,53.97449783,23.70374984,31.11070685,41.82959057,5.02388246,71.1082234,mothbeans,Loamy Soil
22.0842237,139.6755065,194.0670076,27.97518965,83.00561138,6.2471418,74.97706209,grapes,Peaty Soil
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes,Black Soil
3.198555204,71.66327912,18.786361,26.35931366,61.73375979,7.814163597,51.23991774,lentil,Laterite Soil
34.48288023,14.69581173,43.31138797,23.25033823,92.76993407,5.800296993,107.6958316,pomegranate,Laterite Soil
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,Laterite Soil
13.10599834,42.1092373,24.73428508,30.96792754,41.44717827,8.039110828,57.73283241,mothbeans,Red Soil
50.81511713,47.50078411,46.19196273,24.71534585,91.35952396,6.692843569,217.2309602,papaya,Red Soil
16.40680241,61.83063206,18.3238493,31.00119874,31.51578108,7.127359105,180.2603928,pigeonpeas,Loamy Soil
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,rice,Black Soil
22.73414216,42.14670727,16.44757502,27.0832801,87.51422169,7.110348219,49.67305626,mungbean,Loamy Soil
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,apple,Black Soil
89.82058397,24.52799381,25.68338873,24.69006779,66.67428285,7.508186165,179.3045295,coffee,Loamy Soil
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,Peaty Soil
8.979110103,135.5960085,199.8391889,41.76640024,82.72729167,5.594304262,74.6156049,grapes,Red Soil
17.46248539,10.33116412,41.3039217,24.81412558,86.84040502,6.748720025,103.906026,pomegranate,Peaty Soil
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,Allvial Soil
11.05011282,49.43440547,14.34481335,30.83772923,42.01474768,7.627197173,54.61894748,mothbeans,Red Soil
16.90688732,79.20637826,20.09635315,20.10024913,22.19261822,5.889975265,139.6314568,kidneybeans,Loamy Soil
20.86097375,35.85668847,24.84546428,25.40241251,57.61195354,6.132182328,59.15518985,mothbeans,Sandy Soil
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana,Sandy Soil
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,Red Soil
6.813167221,138.8936177,199.8225036,25.77027884,81.60206829,6.252200918,70.79681054,grapes,Laterite Soil
2.248350906,23.53363167,26.70682155,29.47594566,95.95994119,6.065147486,216.8127458,coconut,Red Soil
85.91357077,50.72686463,40.2575975,24.11167881,87.85555283,6.856511217,153.3798015,jute,Black Soil
37.10955087,38.99686942,29.56199447,31.89956439,45.33930872,5.432276767,89.37603339,mango,Sandy Soil
49.08050822,46.6036577,46.88414099,24.79100893,90.72311475,6.720949755,217.0576472,papaya,Red Soil
60.13425821,36.99022947,17.59875362,18.39851807,63.71051246,6.475764847,77.15314895,maize,Allvial Soil
88.3725639,58.26789767,24.24671092,18.90390824,71.6599362,6.145956134,79.73773523,maize,Red Soil
15.55553666,58.55227428,25.1518832,31.0119042,43.05962506,6.423807768,31.19723038,mothbeans,Peaty Soil
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice,Peaty Soil
23.27050002,40.89593092,20.69364895,27.77160264,81.54780371,6.233928919,46.96620325,mungbean,Peaty Soil
37.24796565,50.98667493,24.49132113,29.64621301,88.73061794,6.51273402,52.59770169,mungbean,Peaty Soil
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,Loamy Soil
21.63393904,61.40553446,17.31397676,24.96622211,69.04655108,6.57862954,44.13848817,lentil,Clay Soil
6.461156043,5.298169578,5,21.42720045,92.39909045,7.816980623,111.7962385,orange,Laterite Soil
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram,Peaty Soil
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute,Red Soil
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,Clay Soil
90.36590855,23.62011251,57.22098917,28.5035802,90.28513139,6.14181136,27.36458575,muskmelon,Peaty Soil
25.73913255,70.1453834,15.17578657,19.27425995,19.26001073,5.78981834,108.2582664,kidneybeans,Loamy Soil
84.81066183,6.705482211,55.28351259,27.13477949,87.28324645,6.406980451,56.39042247,watermelon,Red Soil
39.32786256,57.18378581,85.56978185,17.89636291,14.96701472,5.967030226,69.87023913,chickpea,Clay Soil
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate,Allvial Soil
38.03375969,26.04034663,30.36301828,33.54995875,54.61784818,4.78083325,100.6483205,mango,Loamy Soil
23.54541111,46.33706688,19.21703946,26.91305088,49.06682168,5.970990528,34.88786085,mothbeans,Black Soil
37.85334662,50.01018111,26.12254916,30.17560331,85.64507484,6.448189994,43.37675583,mungbean,Clay Soil
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans,Black Soil
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,Black Soil
54.25041915,68.23290758,51.6889513,35.89933096,94.38401983,6.578647439,140.8947203,papaya,Allvial Soil
81.49596408,39.009293,47.58408486,26.21035798,81.32997139,6.67180342,180.5046282,jute,Loamy Soil
69.7072097,48.39571645,16.46314477,24.89433551,70.32415012,6.567882019,102.7780037,maize,Sandy Soil
56.07805423,57.63028528,18.50402691,28.61913416,65.20495058,7.365334302,64.78225192,blackgram,Peaty Soil
91.63058766,6.593461046,52.63288495,25.03316149,81.34874241,6.360025243,60.56227856,watermelon,Laterite Soil
68.47229905,59.69754038,37.9228252,23.48671616,81.12080336,6.313803033,222.2526887,rice,Allvial Soil
1.195775957,74.47208071,17.71749965,28.03988793,53.06596268,6.025023581,148.8370541,pigeonpeas,Red Soil
59.18951207,58.82924798,14.58484243,28.61035202,66.48493182,7.34653429,62.55735348,blackgram,Peaty Soil
25.5748812,63.98556217,20.91764695,33.11096603,32.26873075,4.799296942,103.6254277,pigeonpeas,Red Soil
23.15251234,13.33128339,34.70711779,29.35128245,92.36930497,6.392542708,218.7414387,coconut,Sandy Soil
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,Loamy Soil
11.22135341,70.37305299,17.99261952,19.61046889,65.81557993,6.143415421,171.9317909,pigeonpeas,Clay Soil
14.62668524,56.7619859,25.4822679,28.00194351,86.45825096,6.827830529,49.31044019,mungbean,Clay Soil
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram,Allvial Soil
1.825331643,77.43379591,20.64714219,23.97587205,47.28504019,6.669757968,178.7854101,pigeonpeas,Loamy Soil
9.596397151,21.33164661,35.08972258,32.29709266,53.28929473,5.87439355,97.64377099,mango,Red Soil
23.28275479,22.83621151,48.4334932,20.37080625,90.27891785,6.147399996,106.6459816,pomegranate,Clay Soil
89.68003095,85.05136059,49.77945448,25.76441398,81.650275,5.815542303,119.3656346,banana,Peaty Soil
28.64135809,67.55097223,22.752988,21.53405791,25.72276532,5.979327529,118.5238655,kidneybeans,Laterite Soil
91.86579295,55.29709823,15.12986306,17.99714545,73.10614486,6.364370973,80.64460156,maize,Peaty Soil
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes,Loamy Soil
6.221509882,62.23919174,20.35118794,20.27850147,18.62757309,5.797961114,123.9146474,kidneybeans,Allvial Soil
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate,Clay Soil
114.1072641,48.21782394,14.76454085,25.39069295,83.98931117,7.185103977,87.69214586,cotton,Peaty Soil
7.861577719,23.32863783,37.78014228,19.79225577,88.46167292,7.000313971,101.6905052,pomegranate,Sandy Soil
26.02443746,57.57170856,18.89118527,17.11753029,19.57076562,5.588178084,88.71497589,kidneybeans,Peaty Soil
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,Red Soil
12.65434819,5,7.701220345,23.80940852,89.26734223,7.472074448,102.7733454,orange,Clay Soil
81.84036854,24.14137082,34.25694655,26.35791552,66.91298901,6.833694862,120.497928,coffee,Loamy Soil
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,Peaty Soil
50.11187352,54.2777402,16.23055558,28.81415785,65.08838727,7.585809151,64.42461125,blackgram,Allvial Soil
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,Laterite Soil
33.88102028,29.80785445,35.41242562,31.25155816,50.31788565,5.445963241,90.14533532,mango,Black Soil
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,Peaty Soil
30.88940268,77.93678552,12.90237902,24.10530203,20.88765603,5.720465499,82.19255096,kidneybeans,Sandy Soil
24.00072898,26.39962754,33.90897631,29.09785474,94.51948583,6.234636157,140.7321773,coconut,Loamy Soil
11.67555227,58.97388917,22.01010153,28.78747885,87.84138999,7.142726809,36.63584062,mungbean,Clay Soil
50.03058066,56.72869397,19.2902348,27.99663023,63.83213831,6.743926795,70.58518674,blackgram,Clay Soil
30.19889239,28.65254099,29.91445296,26.53857474,90.45661216,5.601840445,176.6931483,coconut,Black Soil
74.35767945,45.79449271,43.98804549,25.92791489,88.89871922,5.996913889,187.9859446,jute,Red Soil
95.81348554,23.68395351,46.73175968,27.73944908,91.32793805,6.257490289,21.92635687,muskmelon,Red Soil
24.47023177,143.5820916,197.3580382,22.68727363,92.02952373,6.035515962,108.5542779,apple,Peaty Soil
36.30274917,55.18634742,20.88936953,25.55227655,49.42198059,7.470619386,32.52850637,mothbeans,Loamy Soil
17.50234793,57.75478448,78.39964761,18.07372335,15.81235392,6.398501431,91.23508083,chickpea,Laterite Soil
3.68154788,35.72382395,22.3458538,27.50356,86.10561505,7.027103409,45.86364267,mungbean,Allvial Soil
78.78397839,42.23368332,38.94809932,21.74742859,79.93907319,7.047804155,209.804237,rice,Black Soil
4.487979876,45.59983241,17.03656473,26.17934633,65.06513146,4.183321023,74.03030376,mothbeans,Clay Soil
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes,Peaty Soil
92.10405522,76.96589568,56.71321084,27.29084827,75.36897029,6.256417801,111.3452694,banana,Laterite Soil
33.65566464,28.90907843,7.051110224,32.01935566,91.84963629,6.441443017,103.4314158,orange,Clay Soil
28.53025666,69.82454761,80.12832791,20.27939976,20.5610179,7.312226269,70.7206124,chickpea,Allvial Soil
37.51686402,9.20529629,41.80115608,24.30799324,85.87213962,5.768114468,107.680136,pomegranate,Black Soil
111.6441969,27.98256698,49.12599966,27.85575506,93.05818016,6.563819642,26.05223955,muskmelon,Allvial Soil
1.372909954,76.46861928,20.69418347,24.22926134,45.96712361,6.64877326,175.0899748,pigeonpeas,Loamy Soil
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate,Laterite Soil
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas,Black Soil
24.88386834,129.3545706,195.1223352,18.08134431,81.49496897,5.785619365,72.20543737,grapes,Sandy Soil
35.8934826,68.0333291,75.13880465,18.35476892,18.956454,7.116060701,78.16829516,chickpea,Sandy Soil
23.02140805,43.30771519,26.3216835,25.34091285,52.51570619,4.534875331,47.93444675,mothbeans,Black Soil
10.20930823,48.24297901,22.90324528,27.78157473,87.01162502,6.430182529,48.78639411,mungbean,Peaty Soil
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango,Black Soil
25.85794174,30.94828186,10.3388542,32.30166536,94.4908611,6.579158959,113.39171,orange,Red Soil
101.3557434,58.57417616,39.44441056,23.22571634,87.03302948,6.639009899,157.2202008,jute,Loamy Soil
78.32090837,58.35462811,18.71589826,22.67202634,58.08674177,5.767044344,103.2044775,maize,Loamy Soil
82.7683151,25.30271539,54.44620152,26.63229877,80.55462762,6.062706663,58.46604186,watermelon,Laterite Soil
116.1397326,28.45493803,49.02049021,25.01137676,87.51272487,6.755571529,44.78022372,watermelon,Red Soil
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,Black Soil
95.84030647,15.91018412,55.75496551,25.1733315,87.76347238,6.622234621,43.21323975,watermelon,Red Soil
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,Loamy Soil
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,apple,Loamy Soil
37.23823224,17.91189436,29.00874786,27.47456082,99.75342703,6.381935245,157.5537449,coconut,Loamy Soil
87.78766348,76.43515774,52.32732039,29.03003882,81.04717061,5.951840629,89.83155266,banana,Red Soil
40.43032876,5.168348351,29.28372526,28.46857462,98.60548618,5.780006534,160.282439,coconut,Allvial Soil
53.77542888,77.779163,85.06801524,16.96938822,18.29993366,7.824891751,81.98996532,chickpea,Sandy Soil
76.92512611,33.63869833,42.64125975,26.34673032,84.20660128,7.064608685,181.6257494,rice,Clay Soil
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice,Sandy Soil
25.97943939,59.7891278,18.44597963,26.71793834,62.9274178,7.058366666,67.26781571,blackgram,Allvial Soil
90.40538214,8.427974404,49.04488381,29.54933786,90.54558629,6.671209984,28.93704127,muskmelon,Clay Soil
31.67423834,23.36863505,43.2245829,20.13751068,86.81620731,7.109193316,112.011337,pomegranate,Red Soil
29.26784363,143.5224783,195.5543345,23.66167356,89.97566862,5.784322294,103.6270069,apple,Red Soil
5.286644532,19.47675342,40.98578314,24.239063,93.35773274,6.55800153,104.0020481,pomegranate,Allvial Soil
65.55507931,58.86806608,19.46161361,25.64753605,73.01983746,6.615055233,103.6144286,maize,Clay Soil
87.23350073,50.51532961,38.6155932,23.92232594,89.0563412,6.86784048,155.3348997,jute,Black Soil
31.47455342,130.0094106,197.6008044,21.86498853,93.09648958,5.53932744,119.6040902,apple,Clay Soil
37.04496909,72.91698701,21.40602435,34.03836868,63.92583415,7.768387321,71.13492187,blackgram,Clay Soil
0.333619595,121.565708,203.4604883,22.31545805,90.35031247,5.749013792,126.3656504,apple,Black Soil
19.02951707,121.362409,194.3094289,18.94712668,80.17239755,5.940607796,73.12591905,grapes,Allvial Soil
116.2681653,30.78179996,34.46617105,27.76513,63.47296751,6.127079495,180.8481002,coffee,Peaty Soil
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,Red Soil
14.34668841,9.240437079,10.97925797,11.59692147,93.73941519,7.924753673,106.8256407,orange,Allvial Soil
32.16362064,134.5320628,204.356814,21.25872217,94.74999961,6.101048493,115.4045977,apple,Loamy Soil
37.71390503,19.80353463,31.36627035,34.71082018,48.65532335,5.860668075,90.13080155,mango,Laterite Soil
60.31409367,37.40065256,20.08165849,18.33487245,62.56775557,5.985521378,67.81657454,maize,Black Soil
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,apple,Clay Soil
69.01855175,54.97599642,41.14401809,22.64031162,84.01458208,5.688444697,273.0658557,rice,Laterite Soil
7.33470746,79.16179273,21.85022539,19.69689702,20.15995652,5.871685932,95.1570737,kidneybeans,Red Soil
